ticker,Date,Open,High,Low,Close,Volume,Adj Close
ABBV,6/11/15,68.669998,68.669998,67.650002,68.040001,7552200,67.538765
ABBV,6/10/15,67.660004,68.440002,67.540001,68.239998,7349300,67.737289
ABBV,6/9/15,67.519997,68.080002,67.510002,67.669998,8132800,67.171488
ABBV,6/8/15,67.860001,68.199997,67.529999,67.790001,10276700,67.290607
ABBV,6/5/15,66.980003,67.760002,66.620003,67.400002,8908900,66.903481
ABBV,6/4/15,66.550003,67.870003,66.519997,67.419998,10539000,66.92333
ABBV,6/3/15,66.900002,67.300003,66.620003,67.010002,20804000,66.516354
ABBV,6/2/15,66.699997,67.230003,66.330002,66.620003,11133200,66.129228
ABBV,6/1/15,66.800003,67.260002,66.260002,66.93,12426700,66.436942
ABBV,5/29/15,67.220001,67.519997,66.389999,66.589996,9451000,66.099443
ABBV,5/28/15,67.419998,67.529999,66.629997,67.470001,12891500,66.972965
ABBV,5/27/15,66.75,67.989998,66.57,67.379997,40778800,66.883624
ABBV,5/26/15,65.720001,67,65.660004,66.099998,21034300,65.613055
ABBV,5/22/15,65.480003,65.870003,65.309998,65.480003,14041500,64.997627
ABBV,5/21/15,65.449997,65.809998,64.870003,65.650002,10553400,65.166373
ABBV,5/20/15,65.919998,66.199997,65.389999,65.889999,9956000,65.404602
ABBV,5/19/15,65.709999,66.120003,65.400002,65.730003,7674600,65.245785
ABBV,5/18/15,65.790001,65.910004,65.139999,65.610001,7858100,65.126666
ABBV,5/15/15,65.93,66.519997,65.910004,65.989998,6786400,65.503864
ABBV,5/14/15,65.860001,66.269997,64.940002,65.970001,5868900,65.484015
ABBV,5/13/15,64.980003,65.32,64.629997,65.300003,8519200,64.818953
ABBV,5/12/15,64.75,65.269997,64.589996,64.809998,5927000,64.332557
ABBV,5/11/15,65.190002,65.800003,65.080002,65.199997,7978700,64.719683
ABBV,5/8/15,65.099998,65.800003,64.900002,65.239998,7541100,64.759389
ABBV,5/7/15,63.59,64.809998,63.59,64.699997,8638200,64.223367
ABBV,5/6/15,64.110001,64.529999,63.400002,63.939999,8476300,63.468967
ABBV,5/5/15,64.199997,64.900002,63.779999,63.860001,7635900,63.389558
ABBV,5/4/15,64.32,65.440002,64.010002,64.68,8493500,64.203517
ABBV,5/1/15,65.089996,65.5,63.880001,64.32,9870800,63.846169
ABBV,4/30/15,65.389999,65.919998,64.32,64.660004,10298600,64.183668
ABBV,4/29/15,65.699997,66.18,65.510002,65.629997,9864300,65.146516
ABBV,4/28/15,64.599998,66.489998,64.199997,66.489998,13084900,66.000181
ABBV,4/27/15,66.019997,66.660004,64.860001,65.019997,18141700,64.541009
ABBV,4/24/15,64.309998,66.370003,64.139999,66.07,14859500,65.583277
ABBV,4/23/15,65.260002,65.309998,62.73,64.25,18405300,63.776685
ABBV,4/22/15,63.599998,64.730003,63.560001,64.519997,13874300,64.044692
ABBV,4/21/15,63.889999,64.239998,63.27,63.610001,8457300,63.1414
ABBV,4/20/15,62.91,64,62.799999,63.540001,12779200,63.071916
ABBV,4/17/15,62.119999,62.790001,61.869999,62.290001,9862800,61.831124
ABBV,4/16/15,61.799999,62.91,61.650002,62.59,9815600,62.128914
ABBV,4/15/15,62.099998,62.700001,61.970001,62.029999,11534200,61.573038
ABBV,4/14/15,61.400002,61.810001,60.509998,61.720001,13071400,61.265324
ABBV,4/13/15,61.810001,62.16,61.060001,61.200001,11400900,60.749154
ABBV,4/10/15,60.5,62.330002,60.32,62,17894700,61.037019
ABBV,4/9/15,59.200001,60.43,59.049999,60.32,12698000,59.383112
ABBV,4/8/15,58.5,58.98,57.950001,58.810001,11075800,57.896567
ABBV,4/7/15,58.25,58.75,57.790001,58.419998,10171500,57.512621
ABBV,4/6/15,56.810001,57.889999,56.68,57.610001,10280100,56.715205
ABBV,4/2/15,57.439999,57.810001,56.900002,57.009998,8787000,56.124521
ABBV,4/1/15,58.48,58.490002,56.330002,57.099998,14903300,56.213124
ABBV,3/31/15,58.009998,58.810001,57.709999,58.540001,12313600,57.63076
ABBV,3/30/15,57.93,58.34,57.790001,58.240002,5781900,57.33542
ABBV,3/27/15,57.630001,58.049999,57.310001,57.650002,6830100,56.754584
ABBV,3/26/15,57.98,58.09,57.220001,57.27,10853900,56.380485
ABBV,3/25/15,60.080002,60.09,58.209999,58.220001,11619200,57.315731
ABBV,3/24/15,60.650002,60.82,59.450001,59.630001,7970000,58.70383
ABBV,3/23/15,60.049999,61.189999,59.619999,60.48,7926400,59.540627
ABBV,3/20/15,61.5,61.73,60.32,60.400002,13313100,59.461871
ABBV,3/19/15,60.09,61.48,59.990002,61.189999,14110500,60.239598
ABBV,3/18/15,59.759998,60.419998,59.25,59.889999,11889200,58.95979
ABBV,3/17/15,58.720001,60.18,58.700001,59.73,10983600,58.802276
ABBV,3/16/15,58.459999,59.700001,58.330002,59.119999,12098700,58.20175
ABBV,3/13/15,58.119999,58.869999,57.349998,58,10114500,57.099146
ABBV,3/12/15,56.779999,58.91,56.650002,58,18227800,57.099146
ABBV,3/11/15,56.189999,56.880001,55.66,56.619999,14629000,55.74058
ABBV,3/10/15,55.220001,56.299999,54.779999,55.84,17907700,54.972696
ABBV,3/9/15,55.93,56.029999,55.259998,55.540001,14779900,54.677356
ABBV,3/6/15,56.950001,57.400002,55.439999,55.639999,22853000,54.775801
ABBV,3/5/15,57.209999,59.48,56.650002,56.860001,47051800,55.976854
ABBV,3/4/15,59.32,60.419998,59.029999,60.27,8536000,59.333889
ABBV,3/3/15,60.349998,60.450001,59.439999,59.619999,7421000,58.693984
ABBV,3/2/15,60.5,60.75,60.060001,60.459999,6150900,59.520937
ABBV,2/27/15,60.529999,60.990002,60.369999,60.5,8649100,59.560317
ABBV,2/26/15,60.349998,60.810001,60.27,60.52,7328200,59.580006
ABBV,2/25/15,61.099998,61.099998,60.209999,60.619999,9983900,59.678452
ABBV,2/24/15,60.849998,61.299999,60.52,60.869999,7900700,59.924569
ABBV,2/23/15,61.540001,61.900002,60.240002,60.57,11582700,59.629229
ABBV,2/20/15,59.610001,61.34,59.220001,61.299999,15534000,60.34789
ABBV,2/19/15,58.919998,59.080002,58.650002,59,8665500,58.083615
ABBV,2/18/15,59.150002,59.48,58.310001,59.240002,10781700,58.319889
ABBV,2/17/15,58.950001,59,57.900002,58.720001,12789700,57.807965
ABBV,2/13/15,57.349998,58.099998,56.900002,58.049999,11303200,57.148369
ABBV,2/12/15,57.400002,57.580002,56.16,57.049999,11940900,56.163901
ABBV,2/11/15,57.360001,57.830002,56.259998,56.689999,14681600,55.809492
ABBV,2/10/15,55.93,57.009998,55.599998,56.889999,18917000,56.006386
ABBV,2/9/15,55.669998,56.349998,55.18,55.48,22522000,54.618287
ABBV,2/6/15,57.709999,57.830002,56.689999,56.900002,13822200,56.016233
ABBV,2/5/15,57.549999,58.259998,56.150002,57.990002,18964700,57.089303
ABBV,2/4/15,58.950001,58.950001,56.650002,56.91,31250600,56.026076
ABBV,2/3/15,61.599998,61.759998,59.98,61.650002,10721800,60.692456
ABBV,2/2/15,61.490002,61.490002,58.650002,60.700001,11491100,59.757211
ABBV,1/30/15,62.09,62.68,60.119999,60.349998,17582500,59.412645
ABBV,1/29/15,62.119999,63.380001,61.59,63.119999,8485600,62.139622
ABBV,1/28/15,63.439999,63.560001,61.689999,61.849998,6910100,60.889347
ABBV,1/27/15,62.330002,63.5,62.200001,63.099998,6532300,62.119932
ABBV,1/26/15,62.259998,63.040001,61.68,62.830002,8178600,61.854129
ABBV,1/23/15,63.66,63.66,62.349998,62.43,6881100,61.46034
ABBV,1/22/15,63.200001,63.450001,61.880001,62.98,8941700,62.001797
ABBV,1/21/15,63.099998,63.450001,62.279999,62.700001,7979500,61.726147
ABBV,1/20/15,65.059998,65.290001,62.75,63.450001,9061000,62.464498
ABBV,1/16/15,62.950001,64.620003,62.639999,64.540001,8106000,63.537568
ABBV,1/15/15,64,64.110001,62.869999,62.889999,6149100,61.913195
ABBV,1/14/15,62.619999,64.07,61.860001,63.700001,9448300,62.710615
ABBV,1/13/15,65.720001,66.07,62.91,63.389999,13908400,62.405429
ABBV,1/12/15,66.339996,66.93,65.309998,65.760002,6159800,64.256231
ABBV,1/9/15,66.690002,67.199997,65.110001,65.779999,8775500,64.275771
ABBV,1/8/15,68.160004,68.290001,67.419998,67.629997,7949000,66.083464
ABBV,1/7/15,64.57,67.050003,64.480003,66.93,8283300,65.399474
ABBV,1/6/15,65.620003,65.75,63.700001,64.330002,5483700,62.858932
ABBV,1/5/15,65.5,66.099998,63.880001,64.650002,8007400,63.171614
ABBV,1/2/15,65.440002,66.400002,65.440002,65.889999,5086100,64.383256
ABBV,12/31/14,66.720001,67.099998,65.349998,65.440002,3989100,63.943549
ABBV,12/30/14,66.769997,67.160004,66.019997,66.300003,5568800,64.783884
ABBV,12/29/14,66.580002,67.370003,66.419998,67.139999,3872800,65.604671
ABBV,12/26/14,66.510002,67.239998,66.510002,66.980003,4150500,65.448334
ABBV,12/24/14,64.75,66.949997,64.75,66.209999,4705500,64.695938
ABBV,12/23/14,67.230003,67.32,64.019997,64.349998,12123000,62.878471
ABBV,12/22/14,68.040001,68.25,66.830002,66.970001,12876600,65.438561
ABBV,12/19/14,67.690002,68.620003,66.839996,67.709999,12631000,66.161637
ABBV,12/18/14,67.860001,68.010002,67.199997,67.919998,7184700,66.366834
ABBV,12/17/14,65.5,66.739998,65.089996,66.57,5934900,65.047706
ABBV,12/16/14,65.110001,66.940002,64.800003,65.25,8545100,63.757892
ABBV,12/15/14,65.75,66.470001,64.809998,65.620003,7226000,64.119433
ABBV,12/12/14,66.529999,67.169998,65.010002,65.269997,9215500,63.777431
ABBV,12/11/14,66.480003,67.959999,66.239998,67.029999,9518000,65.497186
ABBV,12/10/14,69.440002,69.440002,67.529999,67.580002,8575700,66.034612
ABBV,12/9/14,68.209999,69.190002,67.610001,69.139999,6833800,67.558936
ABBV,12/8/14,69.809998,70.760002,69.349998,69.419998,5452100,67.832532
ABBV,12/5/14,69.519997,70.169998,69.339996,69.709999,4360100,68.115901
ABBV,12/4/14,68.349998,69.860001,68.290001,69.57,7665300,67.979104
ABBV,12/3/14,69.169998,69.480003,68.410004,68.5,5817700,66.933572
ABBV,12/2/14,68.879997,69.489998,68.650002,69.269997,6490500,67.685961
ABBV,12/1/14,69.080002,69.5,68.830002,69.110001,4885100,67.529623
ABBV,11/28/14,69,69.480003,68.889999,69.199997,2953700,67.617562
ABBV,11/26/14,68.339996,68.860001,67.879997,68.699997,4046000,67.128996
ABBV,11/25/14,67.639999,68.209999,67.150002,68.059998,7550800,66.503631
ABBV,11/24/14,67.400002,68.059998,67.400002,67.779999,7729800,66.230036
ABBV,11/21/14,66.410004,67.360001,65.75,67.360001,9165800,65.819642
ABBV,11/20/14,65.040001,65.68,64.93,65.190002,4975500,63.699266
ABBV,11/19/14,65.879997,66.150002,65.220001,65.5,5710900,64.002175
ABBV,11/18/14,64.779999,66.239998,64.779999,66.050003,6432200,64.539601
ABBV,11/17/14,64.080002,65.410004,64.029999,65.040001,7117100,63.552695
ABBV,11/14/14,63.98,64,63.130001,64,4684200,62.536476
ABBV,11/13/14,64.25,64.790001,63.400002,63.630001,4510200,62.174938
ABBV,11/12/14,63.560001,64.019997,63.560001,63.759998,5366700,62.301963
ABBV,11/11/14,63.689999,64.199997,63.5,63.849998,5041200,62.389905
ABBV,11/10/14,61.990002,64.059998,61.869999,63.790001,9513000,62.331279
ABBV,11/7/14,62.310001,62.330002,61.310001,61.5,7002600,60.093645
ABBV,11/6/14,62.75,63.389999,62.419998,62.709999,5152400,61.275974
ABBV,11/5/14,63.490002,63.669998,62.200001,62.540001,6465000,61.109864
ABBV,11/4/14,63.209999,63.610001,62.32,62.66,9741700,61.227119
ABBV,11/3/14,63.66,63.900002,62.939999,63.25,8250800,61.803627
ABBV,10/31/14,63.060001,63.990002,62.369999,63.459999,15009900,62.008824
ABBV,10/30/14,60,61.43,59.91,61.18,11635200,59.780963
ABBV,10/29/14,60.990002,60.990002,59.360001,59.98,16547900,58.608403
ABBV,10/28/14,60.759998,61.130001,60.439999,60.93,9412500,59.53668
ABBV,10/27/14,60.349998,60.98,60.209999,60.490002,10010900,59.106743
ABBV,10/24/14,59.34,60.41,59.34,60.290001,10391600,58.911316
ABBV,10/23/14,58.099998,59.700001,57.880001,59.52,14729300,58.158923
ABBV,10/22/14,56.959999,57.450001,56.259998,56.900002,16048100,55.598837
ABBV,10/21/14,55.299999,56.450001,55.02,56.290001,17522100,55.002786
ABBV,10/20/14,52.560001,54.59,52.25,54.41,17954600,53.165776
ABBV,10/17/14,53.779999,53.900002,52.900002,53.369999,31891900,52.149557
ABBV,10/16/14,55.799999,55.900002,52.84,52.900002,61236700,51.690308
ABBV,10/15/14,52.330002,55.720001,52.060001,54.630001,122740200,53.380746
ABBV,10/14/14,53.59,54.84,53.02,54.130001,14293600,52.89218
ABBV,10/13/14,54.880001,55.150002,53.580002,53.619999,16908200,52.39384
ABBV,10/10/14,55.990002,56.669998,54.950001,54.970001,12108700,53.712971
ABBV,10/9/14,58.52,58.549999,56.709999,56.720001,11911600,55.012557
ABBV,10/8/14,56.540001,58.450001,56.18,58.34,10917200,56.58379
ABBV,10/7/14,57.599998,57.599998,56.509998,56.650002,8923500,54.944665
ABBV,10/6/14,58.59,58.990002,57.66,57.810001,7359900,56.069745
ABBV,10/3/14,57.419998,58.779999,57.34,58.689999,11675600,56.923252
ABBV,10/2/14,57.540001,57.700001,56.139999,56.669998,8371500,54.96406
ABBV,10/1/14,57.93,57.939999,56.959999,57.23,8431900,55.507203
ABBV,9/30/14,58.259998,58.810001,57.73,57.759998,8599000,56.021247
ABBV,9/29/14,58.139999,58.830002,57.939999,58.52,7640400,56.758371
ABBV,9/26/14,58.540001,59.240002,58.099998,59.189999,15866000,57.4082
ABBV,9/25/14,58.470001,59.5,57.970001,58,10079400,56.254024
ABBV,9/24/14,57.66,59.349998,57.610001,59.049999,15763800,57.272415
ABBV,9/23/14,56.799999,58.27,56.599998,57.560001,24204400,55.827271
ACN,9/25/15,98.360001,98.410004,96.370003,96.940002,3407200,96.940002
ACN,9/24/15,95.769997,98,95.669998,97.769997,4020300,97.769997
ACN,9/23/15,97.82,98.360001,97.32,97.860001,2812700,97.860001
ACN,9/22/15,97.129997,97.830002,96.150002,97.669998,2913400,97.669998
ACN,9/21/15,98.050003,99.129997,97.660004,98.43,2345900,98.43
ACN,9/18/15,94.790001,98.510002,94.790001,97.529999,3564700,97.529999
ACN,9/17/15,98.959999,99.940002,98.349998,98.529999,2364900,98.529999
ACN,9/16/15,98.220001,99.349998,98.059998,98.959999,1741900,98.959999
ACN,9/15/15,97,98.620003,96.139999,98.239998,2088000,98.239998
ACN,9/14/15,97.410004,97.5,96.400002,96.510002,1977000,96.510002
ACN,9/11/15,96.589996,97.449997,96,97.349998,1982700,97.349998
ACN,9/10/15,95.389999,97.360001,95.360001,96.809998,3337700,96.809998
ACN,9/9/15,97.419998,97.849998,95.330002,95.519997,2087600,95.519997
ACN,9/8/15,96.269997,97.339996,96.010002,97.120003,2492700,97.120003
ACN,9/4/15,94.309998,95.120003,93.68,94.449997,3421400,94.449997
ACN,9/3/15,95.010002,95.940002,94.660004,95.610001,2815400,95.610001
ACN,9/2/15,93.589996,94.449997,92.32,94.43,2537000,94.43
ACN,9/1/15,91.879997,93.5,91.68,92.290001,3869300,92.290001
ACN,8/31/15,95.209999,95.660004,94.190002,94.269997,2723900,94.269997
ACN,8/28/15,95.360001,96.139999,94.919998,95.849998,3221800,95.849998
ACN,8/27/15,96.209999,96.5,93.959999,95.730003,3973300,95.730003
ACN,8/26/15,94.330002,95.269997,92.400002,95.040001,3992700,95.040001
ACN,8/25/15,95.419998,95.760002,92.050003,92.139999,4292600,92.139999
ACN,8/24/15,91.339996,94.260002,88.43,92.669998,5183600,92.669998
ACN,8/21/15,99.370003,99.760002,97.089996,97.129997,3354900,97.129997
ACN,8/20/15,102.18,103.660004,99.870003,99.970001,3439000,99.970001
ACN,8/19/15,104.029999,104.160004,102.519997,102.870003,2079200,102.870003
ACN,8/18/15,103.639999,104.089996,103.099998,103.860001,1952300,103.860001
ACN,8/17/15,103.330002,103.540001,102.43,103.480003,1874600,103.480003
ACN,8/14/15,103,103.529999,102.419998,103.449997,2055600,103.449997
ACN,8/13/15,104.040001,104.089996,102.669998,103.389999,2337400,103.389999
ACN,8/12/15,102.779999,103.849998,102.339996,103.769997,2357100,103.769997
ACN,8/11/15,104.790001,104.949997,103.410004,103.580002,1936900,103.580002
ACN,8/10/15,104.309998,105.370003,104.139999,105.199997,1740100,105.199997
ACN,8/7/15,103.029999,103.830002,102.629997,103.739998,1760600,103.739998
ACN,8/6/15,104.300003,104.860001,103,103.099998,1643800,103.099998
ACN,8/5/15,105,105.330002,104.129997,104.5,2565000,104.5
ACN,8/4/15,103.209999,104.599998,103.110001,103.419998,2120300,103.419998
ACN,8/3/15,103.169998,103.779999,102.389999,103.209999,2177600,103.209999
ACN,7/31/15,103,103.989998,102.93,103.110001,2395100,103.110001
ACN,7/30/15,102.059998,102.989998,101.610001,102.660004,1447200,102.660004
ACN,7/29/15,101.690002,102.709999,101.519997,102.449997,2064100,102.449997
ACN,7/28/15,100.910004,101.760002,100.449997,101.690002,1702200,101.690002
ACN,7/27/15,100.660004,101.010002,100.040001,100.389999,1871100,100.389999
ACN,7/24/15,102.169998,102.800003,100.879997,101.169998,2114800,101.169998
ACN,7/23/15,102.5,103.309998,102.169998,102.419998,2305900,102.419998
ACN,7/22/15,100.309998,102.5,100.25,102.330002,2775300,102.330002
ACN,7/21/15,100.370003,101.220001,100.199997,100.389999,1493900,100.389999
ACN,7/20/15,100.699997,101.190002,100.330002,100.720001,1579000,100.720001
ACN,7/17/15,101.559998,101.559998,100.169998,100.480003,1544700,100.480003
ACN,7/16/15,100.550003,101.620003,100.550003,101.449997,1858500,101.449997
ACN,7/15/15,100.559998,100.709999,99.650002,99.949997,1856100,99.949997
ACN,7/14/15,100.010002,100.870003,99.730003,100.739998,2351400,100.739998
ACN,7/13/15,99.349998,100.769997,99.089996,100.550003,3459600,100.550003
ACN,7/10/15,98.730003,99.279999,98.029999,98.779999,2480800,98.779999
ACN,7/9/15,98.800003,99.089996,97.650002,97.75,2728400,97.75
ACN,7/8/15,99.449997,99.449997,96.949997,97.620003,2619000,97.620003
ACN,7/7/15,97.800003,99.099998,96.650002,98.68,3089500,98.68
ACN,7/6/15,96.440002,97.580002,96.309998,97.339996,1815000,97.339996
ACN,7/2/15,98.290001,98.720001,96.510002,97.330002,2449700,97.330002
ACN,7/1/15,97.739998,98.790001,97.309998,98.059998,2259500,98.059998
ACN,6/30/15,97.690002,97.690002,96.57,96.779999,2572500,96.779999
ACN,6/29/15,98.139999,99.07,96.540001,96.68,3016100,96.68
ACN,6/26/15,99.970001,100.349998,98.519997,99,4936800,99
ACN,6/25/15,100.209999,100.470001,99.160004,99.480003,5103200,99.480003
ACN,6/24/15,98.010002,98.400002,96.790001,97.769997,2525800,97.769997
ACN,6/23/15,99.040001,99.440002,97.730003,98.25,2513300,98.25
ACN,6/22/15,97.629997,99.059998,97.540001,98.589996,3081900,98.589996
ACN,6/19/15,96.980003,97.660004,96.790001,97.019997,2260500,97.019997
ACN,6/18/15,97.059998,97.699997,96.790001,97.309998,2003400,97.309998
ACN,6/17/15,96.989998,97.309998,96.029999,96.93,1839900,96.93
ACN,6/16/15,95.879997,96.93,95.610001,96.699997,1644800,96.699997
ACN,6/15/15,95.089996,95.949997,94.690002,95.790001,1911700,95.790001
ACN,6/12/15,96.309998,96.699997,95.93,96.099998,2031300,96.099998
ACN,6/11/15,96.660004,97.18,96.550003,96.919998,1836900,96.919998
ACN,6/10/15,95.300003,96.919998,95.190002,96.519997,2087700,96.519997
ACN,6/9/15,95.260002,95.400002,94.25,94.940002,1266400,94.940002
ACN,6/8/15,95.160004,95.400002,94.669998,94.769997,1449700,94.769997
ACN,6/5/15,95.910004,96.059998,94.839996,95.400002,1750900,95.400002
ACN,6/4/15,96.080002,96.790001,95.690002,95.93,1520800,95.93
ACN,6/3/15,96.769997,97.269997,96.349998,96.980003,1322900,96.980003
ACN,6/2/15,95.959999,96.849998,95.620003,96.330002,1152300,96.330002
ACN,6/1/15,96.18,96.599998,95.610001,96.190002,1422100,96.190002
ACN,5/29/15,96.779999,96.970001,95.800003,96.040001,1712600,96.040001
ACN,5/28/15,96.699997,97.019997,96.080002,96.910004,1200100,96.910004
ACN,5/27/15,96.309998,96.949997,95.940002,96.769997,1509100,96.769997
ACN,5/26/15,96.870003,97.169998,95.739998,96.089996,2128000,96.089996
ACN,5/22/15,96.5,96.690002,95.919998,96.389999,2083000,96.389999
ACN,5/21/15,96.779999,97.050003,96.290001,96.830002,1677800,96.830002
ACN,5/20/15,97.330002,97.779999,96.690002,97.050003,1441100,97.050003
ACN,5/19/15,97.709999,97.949997,96.919998,97.18,1672000,97.18
ACN,5/18/15,96.610001,97.739998,96.610001,97.459999,2110900,97.459999
ACN,5/15/15,96.830002,97.239998,96.459999,97.019997,2578500,97.019997
ACN,5/14/15,96.139999,97,96.059998,96.980003,1504600,96.980003
ACN,5/13/15,95.599998,96.099998,95.080002,95.68,1784400,95.68
ACN,5/12/15,95.309998,95.620003,94.449997,95.419998,2065100,95.419998
ACN,5/11/15,95.5,96.440002,95.410004,96.010002,2837700,96.010002
ACN,5/8/15,95.57,96.290001,94.989998,95.889999,2407400,95.889999
ACN,5/7/15,92.93,94.830002,92.739998,94.489998,2466600,94.489998
ACN,5/6/15,93.660004,93.970001,92.589996,93,2378300,93
ACN,5/5/15,94.440002,94.739998,93.440002,93.650002,1767600,93.650002
ACN,5/4/15,93.839996,94.959999,93.760002,94.440002,1990600,94.440002
ACN,5/1/15,93.32,93.669998,92.699997,93.360001,1851300,93.360001
ACN,4/30/15,93.230003,93.860001,92.129997,92.650002,1804800,92.650002
ACN,4/29/15,94.25,94.410004,92.910004,93.650002,1701900,93.650002
ACN,4/28/15,93.599998,94.489998,92.739998,94.419998,1976300,94.419998
